,PMID,Eligible,Model,Disease,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
324,34497742,Yes,Compartmental,Covid-19,Establishment of epidemic early warning index system and optimization of infectious disease model: Analysis on monitoring data of public health emergencies,"Xiong L, Hu P, Wang H.",Int J Disaster Risk Reduct. 2021 Nov;65:102547. doi: 10.1016/j.ijdrr.2021.102547. Epub 2021 Sep 2.,Xiong L,Int J Disaster Risk Reduct,2021,2021/09/09,PMC8411599,,10.1016/j.ijdrr.2021.102547
325,34496857,Yes,Spatiotemporal,General (theoretical model),"Generation of multicellular spatiotemporal models of population dynamics from ordinary differential equations, with applications in viral infection","Sego TJ, Aponte-Serrano JO, Gianlupi JF, Glazier JA.",BMC Biol. 2021 Sep 8;19(1):196. doi: 10.1186/s12915-021-01115-z.,Sego TJ,BMC Biol,2021,2021/09/09,PMC8424622,,10.1186/s12915-021-01115-z
326,34495965,Yes,Compartmental,Covid-19,An integrated framework for building trustworthy data-driven epidemiological models: Application to the COVID-19 outbreak in New York City,"Zhang S, Ponce J, Zhang Z, Lin G, Karniadakis G.",PLoS Comput Biol. 2021 Sep 8;17(9):e1009334. doi: 10.1371/journal.pcbi.1009334. eCollection 2021 Sep.,Zhang S,PLoS Comput Biol,2021,2021/09/08,PMC8452065,,10.1371/journal.pcbi.1009334
327,34493935,Yes,Compartmental,General (theoretical model),On the Maximal Output Admissible Set for a Class of Bilinear Discrete-time Systems,"Benfatah Y, El Bhih A, Rachik M, Tridane A.",Int J Control Autom Syst. 2021;19(11):3551-3568. doi: 10.1007/s12555-020-0486-6. Epub 2021 Sep 2.,Benfatah Y,Int J Control Autom Syst,2021,2021/09/08,PMC8412393,,10.1007/s12555-020-0486-6
328,34493902,Yes,Compartmental,Covid-19,A data-driven model of the COVID-19 spread among interconnected populations: epidemiological and mobility aspects following the lockdown in Italy,"Di Giamberardino P, Iacoviello D, Papa F, Sinisgalli C.",Nonlinear Dyn. 2021;106(2):1239-1266. doi: 10.1007/s11071-021-06840-2. Epub 2021 Sep 3.,Di Giamberardino P,Nonlinear Dyn,2021,2021/09/08,PMC8413365,,10.1007/s11071-021-06840-2
329,34493510,Yes,Compartmental,Covid-19,"Transmission dynamics and the effects of non-pharmaceutical interventions in the COVID-19 outbreak resurged in Beijing, China: a descriptive and modelling study","Cui X, Zhao L, Zhou Y, Lin X, Ye R, Ma K, Jiang JF, Jiang B, Xiong Z, Shi H, Wang J, Jia N, Cao W.",BMJ Open. 2021 Sep 7;11(9):e047227. doi: 10.1136/bmjopen-2020-047227.,Cui X,BMJ Open,2021,2021/09/08,PMC8424429,,10.1136/bmjopen-2020-047227
330,34493272,Yes,Compartmental,Lumpy skin disease,Determination of production losses related to lumpy skin disease among cattle in Turkey and analysis using SEIR epidemic model,"Mat B, Arikan MS, Akin AC, Çevrimli MB, Yonar H, Tekindal MA.",BMC Vet Res. 2021 Sep 7;17(1):300. doi: 10.1186/s12917-021-02983-x.,Mat B,BMC Vet Res,2021,2021/09/08,PMC8425146,,10.1186/s12917-021-02983-x
331,34493226,Yes,Compartmental,Covid-19,Investigating the effectiveness of re-opening policies before vaccination during a pandemic: SD modelling research based on COVID-19 in Wuhan,"Qian Y, Xie W, Zhao J, Xue M, Liu S, Wang L, Li W, Dai L, Cai Y.",BMC Public Health. 2021 Sep 7;21(1):1638. doi: 10.1186/s12889-021-11631-w.,Qian Y,BMC Public Health,2021,2021/09/08,PMC8423339,,10.1186/s12889-021-11631-w
332,34485738,Yes,Agent-based,Influenza illnesses,Multi-agent system collision model to predict the transmission of seasonal influenza in Tokyo from 2014-2015 to 2018-2019 seasons,"Tomizawa N, Kumamaru KK, Okamoto K, Aoki S.",Heliyon. 2021 Aug 23;7(8):e07859. doi: 10.1016/j.heliyon.2021.e07859. eCollection 2021 Aug.,Tomizawa N,Heliyon,2021,2021/09/06,PMC8391024,,10.1016/j.heliyon.2021.e07859
333,34483725,Yes,Compartmental,Covid-19,Underdetection in a stochastic SIR model for the analysis of the COVID-19 Italian epidemic,"Bodini A, Pasquali S, Pievatolo A, Ruggeri F.",Stoch Environ Res Risk Assess. 2022;36(1):137-155. doi: 10.1007/s00477-021-02081-2. Epub 2021 Aug 28.,Bodini A,Stoch Environ Res Risk Assess,2022,2021/09/06,PMC8397881,,10.1007/s00477-021-02081-2
334,34483720,Yes,Compartmental,Covid-19,Mathematical analysis of COVID-19 pandemic by using the concept of SIR model,"Garg H, Nasir A, Jan N, Khan SU.",Soft comput. 2021 Aug 28:1-15. doi: 10.1007/s00500-021-06133-1. Online ahead of print.,Garg H,Soft comput,2021,2021/09/06,PMC8397880,,10.1007/s00500-021-06133-1
335,34482186,Yes,Compartmental,Covid-19,COVID-19 Belgium: Extended SEIR-QD model with nursing homes and long-term scenarios-based forecasts,Franco N.,Epidemics. 2021 Dec;37:100490. doi: 10.1016/j.epidem.2021.100490. Epub 2021 Aug 27.,Franco N,Epidemics,2021,2021/09/05,PMC8390100,,10.1016/j.epidem.2021.100490
336,34482101,Yes,Time Series,Covid-19,The real-life impact of vaccination on COVID-19 mortality in Europe and Israel,"Jabłońska K, Aballéa S, Toumi M.",Public Health. 2021 Sep;198:230-237. doi: 10.1016/j.puhe.2021.07.037. Epub 2021 Sep 3.,Jabłońska K,Public Health,2021,2021/09/05,PMC8413007,,10.1016/j.puhe.2021.07.037
337,34480062,Yes,Spatiotemporal,Covid-19,Spatiotemporal tracing of pandemic spread from infection data,"Roy S, Biswas P, Ghosh P.",Sci Rep. 2021 Sep 3;11(1):17689. doi: 10.1038/s41598-021-97207-5.,Roy S,Sci Rep,2021,2021/09/04,PMC8417268,,10.1038/s41598-021-97207-5
338,34478923,Yes,Compartmental,Covid-19,Extended Kalman filter based on stochastic epidemiological model for COVID-19 modelling,"Zhu X, Gao B, Zhong Y, Gu C, Choi KS.",Comput Biol Med. 2021 Oct;137:104810. doi: 10.1016/j.compbiomed.2021.104810. Epub 2021 Aug 28.,Zhu X,Comput Biol Med,2021,2021/09/03,PMC8401085,,10.1016/j.compbiomed.2021.104810
339,34474189,Yes,Compartmental,Covid-19,Dynamic graph and polynomial chaos based models for contact tracing data analysis and optimal testing prescription,"Ubaru S, Horesh L, Cohen G.",J Biomed Inform. 2021 Oct;122:103901. doi: 10.1016/j.jbi.2021.103901. Epub 2021 Aug 30.,Ubaru S,J Biomed Inform,2021,2021/09/02,PMC8404397,,10.1016/j.jbi.2021.103901
340,34473809,Yes,Compartmental,Covid-19,"Effective vaccine allocation strategies, balancing economy with infection control against COVID-19 in Japan","Sunohara S, Asakura T, Kimura T, Ozawa S, Oshima S, Yamauchi D, Tamakoshi A.",PLoS One. 2021 Sep 2;16(9):e0257107. doi: 10.1371/journal.pone.0257107. eCollection 2021.,Sunohara S,PLoS One,2021,2021/09/02,PMC8412346,,10.1371/journal.pone.0257107
341,34473711,Yes,Time Series,Covid-19,On the effect of COVID-19 pandemic in the excess of human mortality. The case of Brazil and Spain,"Borrego-Morell JA, Huertas EJ, Torrado N.",PLoS One. 2021 Sep 2;16(9):e0255909. doi: 10.1371/journal.pone.0255909. eCollection 2021.,Borrego-Morell JA,PLoS One,2021,2021/09/02,PMC8412318,,10.1371/journal.pone.0255909
342,34469429,Yes,Agent-based,Covid-19,"Modeling the effects of contact-tracing apps on the spread of the coronavirus disease: Mechanisms, conditions, and efficiency",Chiba A.,PLoS One. 2021 Sep 1;16(9):e0256151. doi: 10.1371/journal.pone.0256151. eCollection 2021.,Chiba A,PLoS One,2021,2021/09/01,PMC8409648,,10.1371/journal.pone.0256151
343,34466764,Yes,Spatiotemporal,Covid-19,"""Distance-Driven"" Versus ""Density-Driven"": Understanding the Role of ""Source-Case"" Distance and Gathering Places in the Localized Spatial Clustering of COVID-19-A Case Study of the Xinfadi Market, Beijing (China)","Zhang S, Yang Z, Wang M, Zhang B.",Geohealth. 2021 Aug 1;5(8):e2021GH000458. doi: 10.1029/2021GH000458. eCollection 2021 Aug.,Zhang S,Geohealth,2021,2021/09/01,PMC8381857,,10.1029/2021GH000458
344,34466760,Yes,Time Series,HFMD,"Effect of climate factors on the incidence of hand, foot, and mouth disease in Malaysia: A generalized additive mixed model","Abdul Wahid NA, Suhaila J, Rahman HA.",Infect Dis Model. 2021 Aug 16;6:997-1008. doi: 10.1016/j.idm.2021.08.003. eCollection 2021.,Abdul Wahid NA,Infect Dis Model,2021,2021/09/01,PMC8379622,,10.1016/j.idm.2021.08.003
345,34458082,Yes,Time Series,Covid-19,Modeling and forecasting the COVID-19 pandemic with heterogeneous autoregression approaches: South Korea,"Hwang E, Yu S.",Results Phys. 2021 Oct;29:104631. doi: 10.1016/j.rinp.2021.104631. Epub 2021 Aug 21.,Hwang E,Results Phys,2021,2021/08/30,PMC8378995,,10.1016/j.rinp.2021.104631
346,34456557,Yes,Compartmental,Covid-19,Effects of B.1.1.7 and B.1.351 on COVID-19 Dynamics: A Campus Reopening Study,"Linka K, Peirlinck M, Schäfer A, Tikenogullari OZ, Goriely A, Kuhl E.",Arch Comput Methods Eng. 2021 Aug 23:1-12. doi: 10.1007/s11831-021-09638-y. Online ahead of print.,Linka K,Arch Comput Methods Eng,2021,2021/08/30,PMC8381867,,10.1007/s11831-021-09638-y
347,34456533,Yes,Compartmental,General (theoretical model),Effect of Quarantine Strategies in a Compartmental Model with Asymptomatic Groups,"Chladná Z, Kopfová J, Rachinskii D, Štepánek P.",J Dyn Differ Equ. 2021 Aug 25:1-24. doi: 10.1007/s10884-021-10059-5. Online ahead of print.,Chladná Z,J Dyn Differ Equ,2021,2021/08/30,PMC8385487,,10.1007/s10884-021-10059-5
348,34456179,Yes,Time Series,Covid-19,The effect of population mobility on COVID-19 incidence in 314 Latin American cities: a longitudinal ecological study with mobile phone location data,"Kephart JL, Delclòs-Alió X, Rodríguez DA, Sarmiento OL, Barrientos-Gutiérrez T, Ramirez-Zea M, Quistberg DA, Bilal U, Diez Roux AV.",Lancet Digit Health. 2021 Nov;3(11):e716-e722. doi: 10.1016/S2589-7500(21)00174-6. Epub 2021 Aug 26.,Kephart JL,Lancet Digit Health,2021,2021/08/30,PMC8545654,NIHMS1737212,10.1016/S2589-7500(21)00174-6
349,34452040,Yes,Compartmental,Covid-19,A Modeling Study on Vaccination and Spread of SARS-CoV-2 Variants in Italy,"Antonini C, Calandrini S, Bianconi F.",Vaccines (Basel). 2021 Aug 17;9(8):915. doi: 10.3390/vaccines9080915.,Antonini C,Vaccines (Basel),2021,2021/08/28,PMC8402493,,10.3390/vaccines9080915
350,34449743,Yes,Compartmental,Ebola,Analytical Estimation of Data-Motivated Time-Dependent Disease Transmission Rate: An Application to Ebola and Selected Public Health Problems,"Mubayi A, Pandey A, Brasic C, Mubayi A, Ghosh P, Ghosh A.",Trop Med Infect Dis. 2021 Jul 31;6(3):141. doi: 10.3390/tropicalmed6030141.,Mubayi A,Trop Med Infect Dis,2021,2021/08/27,PMC8396320,,10.3390/tropicalmed6030141
351,34449629,Yes,Compartmental,Covid-19,Forecasting the Long-Term Trends of Coronavirus Disease 2019 (COVID-19) Epidemic Using the Susceptible-Infectious-Recovered (SIR) Model,"Kartono A, Karimah SV, Wahyudi ST, Setiawan AA, Sofian I.",Infect Dis Rep. 2021 Jul 29;13(3):668-684. doi: 10.3390/idr13030063.,Kartono A,Infect Dis Rep,2021,2021/08/27,PMC8395750,,10.3390/idr13030063
352,34449401,Yes,Time Series,Covid-19,COVID-19 Mortality Prediction From Deep Learning in a Large Multistate Electronic Health Record and Laboratory Information System Data Set: Algorithm Development and Validation,"Sankaranarayanan S, Balan J, Walsh JR, Wu Y, Minnich S, Piazza A, Osborne C, Oliver GR, Lesko J, Bates KL, Khezeli K, Block DR, DiGuardo M, Kreuter J, O'Horo JC, Kalantari J, Klee EW, Salama ME, Kipp B, Morice WG, Jenkinson G.",J Med Internet Res. 2021 Sep 28;23(9):e30157. doi: 10.2196/30157.,Sankaranarayanan S,J Med Internet Res,2021,2021/08/27,PMC8480399,,10.2196/30157
353,34446011,Yes,Agent-based,Covid-19,Interventions to control nosocomial transmission of SARS-CoV-2: a modelling study,"Pham TM, Tahir H, van de Wijgert JHHM, Van der Roest BR, Ellerbroek P, Bonten MJM, Bootsma MCJ, Kretzschmar ME.",BMC Med. 2021 Aug 27;19(1):211. doi: 10.1186/s12916-021-02060-y.,Pham TM,BMC Med,2021,2021/08/27,PMC8390112,,10.1186/s12916-021-02060-y
354,34444409,Yes,Time Series,Covid-19,Empirical Evaluation of Alternative Time-Series Models for COVID-19 Forecasting in Saudi Arabia,"Al-Turaiki I, Almutlaq F, Alrasheed H, Alballa N.",Int J Environ Res Public Health. 2021 Aug 16;18(16):8660. doi: 10.3390/ijerph18168660.,Al-Turaiki I,Int J Environ Res Public Health,2021,2021/08/27,PMC8393561,,10.3390/ijerph18168660
355,34437531,Yes,Agent-based,Covid-19,Mitigating COVID-19 outbreaks in workplaces and schools by hybrid telecommuting,"Mauras S, Cohen-Addad V, Duboc G, Dupré la Tour M, Frasca P, Mathieu C, Opatowski L, Viennot L.",PLoS Comput Biol. 2021 Aug 26;17(8):e1009264. doi: 10.1371/journal.pcbi.1009264. eCollection 2021 Aug.,Mauras S,PLoS Comput Biol,2021,2021/08/26,PMC8389398,,10.1371/journal.pcbi.1009264
356,34428971,Yes,Compartmental,Covid-19,The impact of long-term non-pharmaceutical interventions on COVID-19 epidemic dynamics and control: the value and limitations of early models,"Childs ML, Kain MP, Harris MJ, Kirk D, Couper L, Nova N, Delwel I, Ritchie J, Becker AD, Mordecai EA.",Proc Biol Sci. 2021 Aug 25;288(1957):20210811. doi: 10.1098/rspb.2021.0811. Epub 2021 Aug 25.,Childs ML,Proc Biol Sci,2021,2021/08/25,PMC8385372,,10.1098/rspb.2021.0811
357,34428950,Yes,Agent-based,Covid-19,A data driven agent-based model that recommends non-pharmaceutical interventions to suppress Coronavirus disease 2019 resurgence in megacities,"Yin L, Zhang H, Li Y, Liu K, Chen T, Luo W, Lai S, Li Y, Tang X, Ning L, Feng S, Wei Y, Zhao Z, Wen Y, Mao L, Mei S.",J R Soc Interface. 2021 Aug;18(181):20210112. doi: 10.1098/rsif.2021.0112. Epub 2021 Aug 25.,Yin L,J R Soc Interface,2021,2021/08/25,PMC8385367,,10.1098/rsif.2021.0112
358,34428329,Yes,Time Series,Covid-19,Modeling the Covid-19 epidemic using time series econometrics,"Goliński A, Spencer P.",Health Econ. 2021 Nov;30(11):2808-2828. doi: 10.1002/hec.4413. Epub 2021 Aug 24.,Goliński A,Health Econ,2021,2021/08/24,PMC8646920,,10.1002/hec.4413
359,34428212,Yes,Spatiotemporal,HFMD,"Spatiotemporal characters and influence factors of hand, foot and mouth epidemic in Xinjiang, China","Sun S, Li Z, Hu X, Huang R.",PLoS One. 2021 Aug 24;16(8):e0254223. doi: 10.1371/journal.pone.0254223. eCollection 2021.,Sun S,PLoS One,2021,2021/08/24,PMC8384200,,10.1371/journal.pone.0254223
360,34426808,Yes,Time Series,Malaria,Impact of COVID-19 on routine malaria indicators in Uganda: An interrupted time series analysis,"Namuganga JF, Briggs J, Roh ME, Okiring J, Kisambira Y, Sserwanga A, Kapisi JA, Arinaitwe E, Ebong C, Ssewanyana I, Greenhouse B, Maiteki-Ssebuguzi C, Kamya MR, Staedke SG, Dorsey G, Nankabirwa JI.",Res Sq. 2021 Aug 18:rs.3.rs-819495. doi: 10.21203/rs.3.rs-819495/v1. Preprint.,Namuganga JF,Res Sq,2021,2021/08/24,PMC8382131,,10.21203/rs.3.rs-819495/v1
361,34426804,Yes,Compartmental,Covid-19,COVID-19 vaccine strategies for Aotearoa New Zealand: a mathematical modelling study,"Nguyen T, Adnan M, Nguyen BP, de Ligt J, Geoghegan JL, Dean R, Jefferies S, Baker MG, Seah WK, Sporle AA, French NP, Murdoch DR, Welch D, Simpson CR.",Lancet Reg Health West Pac. 2021 Oct;15:100256. doi: 10.1016/j.lanwpc.2021.100256. Epub 2021 Aug 19.,Nguyen T,Lancet Reg Health West Pac,2021,2021/08/24,PMC8375363,,10.1016/j.lanwpc.2021.100256
362,34426791,Yes,Time Series,Covid-19,"Short-term forecasting of daily infections, fatalities and recoveries about COVID-19 in Algeria using statistical models","Khan F, Lounis M.",Beni Suef Univ J Basic Appl Sci. 2021;10(1):46. doi: 10.1186/s43088-021-00136-5. Epub 2021 Aug 19.,Khan F,Beni Suef Univ J Basic Appl Sci,2021,2021/08/24,PMC8374423,,10.1186/s43088-021-00136-5
363,34425301,Yes,Agent-based,Covid-19,"Impacts of K-12 school reopening on the COVID-19 epidemic in Indiana, USA","España G, Cavany S, Oidtman R, Barbera C, Costello A, Lerch A, Poterek M, Tran Q, Wieler A, Moore S, Perkins TA.",Epidemics. 2021 Dec;37:100487. doi: 10.1016/j.epidem.2021.100487. Epub 2021 Aug 16.,España G,Epidemics,2021,2021/08/23,PMC8366048,,10.1016/j.epidem.2021.100487
364,34425136,Yes,Compartmental,Covid-19,"Modelling COVID-19 dynamics and potential for herd immunity by vaccination in Austria, Luxembourg and Sweden","Kemp F, Proverbio D, Aalto A, Mombaerts L, Fouquier d'Hérouël A, Husch A, Ley C, Gonçalves J, Skupin A, Magni S.",J Theor Biol. 2021 Dec 7;530:110874. doi: 10.1016/j.jtbi.2021.110874. Epub 2021 Aug 21.,Kemp F,J Theor Biol,2021,2021/08/23,PMC8378986,,10.1016/j.jtbi.2021.110874
365,34421125,Yes,Compartmental,Covid-19,Interval nonlinear initial-valued problem using constraint intervals: Theory and an application to the Sars-Cov-2 outbreak,"Cecconello MS, Mizukoshi MT, Lodwick W.",Inf Sci (N Y). 2021 Oct;577:871-882. doi: 10.1016/j.ins.2021.08.045. Epub 2021 Aug 16.,Cecconello MS,Inf Sci (N Y),2021,2021/08/23,PMC8366041,,10.1016/j.ins.2021.08.045
366,34419601,Yes,Compartmental,General (theoretical model),Mitigating bias in estimating epidemic severity due to heterogeneity of epidemic onset and data aggregation,"Krishnan RG, Cenci S, Bourouiba L.",Ann Epidemiol. 2022 Jan;65:1-14. doi: 10.1016/j.annepidem.2021.07.008. Epub 2021 Aug 19.,Krishnan RG,Ann Epidemiol,2022,2021/08/22,PMC8375253,,10.1016/j.annepidem.2021.07.008
367,34415941,Yes,Spatiotemporal,General (theoretical model),"Countering the potential re-emergence of a deadly infectious disease-Information warfare, identifying strategic threats, launching countermeasures","Ali RN, Rubin H, Sarkar S.",PLoS One. 2021 Aug 20;16(8):e0256014. doi: 10.1371/journal.pone.0256014. eCollection 2021.,Ali RN,PLoS One,2021,2021/08/20,PMC8378755,,10.1371/journal.pone.0256014
368,34414342,Yes,Compartmental,Covid-19,Mathematical modelling of the spread of COVID-19 on a university campus,"Muller K, Muller PA.",Infect Dis Model. 2021;6:1025-1045. doi: 10.1016/j.idm.2021.08.004. Epub 2021 Aug 14.,Muller K,Infect Dis Model,2021,2021/08/20,PMC8364150,,10.1016/j.idm.2021.08.004
369,34414067,Yes,Spatiotemporal,Covid-19,Discovering optimal strategies for mitigating COVID-19 spread using machine learning: Experience from Asia,"Pan Y, Zhang L, Yan Z, Lwin MO, Skibniewski MJ.",Sustain Cities Soc. 2021 Dec;75:103254. doi: 10.1016/j.scs.2021.103254. Epub 2021 Aug 13.,Pan Y,Sustain Cities Soc,2021,2021/08/20,PMC8362659,,10.1016/j.scs.2021.103254
370,34413555,Yes,Time Series,Covid-19,Intelligent computing on time-series data analysis and prediction of COVID-19 pandemics,"Dash S, Chakraborty C, Giri SK, Pani SK.",Pattern Recognit Lett. 2021 Nov;151:69-75. doi: 10.1016/j.patrec.2021.07.027. Epub 2021 Aug 14.,Dash S,Pattern Recognit Lett,2021,2021/08/20,PMC8364174,,10.1016/j.patrec.2021.07.027
371,34412581,Yes,Time Series,HFRS,Time series analysis of hemorrhagic fever with renal syndrome in mainland China by using an XGBoost forecasting model,"Lv CX, An SY, Qiao BJ, Wu W.",BMC Infect Dis. 2021 Aug 19;21(1):839. doi: 10.1186/s12879-021-06503-y.,Lv CX,BMC Infect Dis,2021,2021/08/20,PMC8377883,,10.1186/s12879-021-06503-y
372,34411182,Yes,Time Series,Covid-19,Effects of government policies and the Nowruz holidays on confirmed COVID-19 cases in Iran: An intervention time series analysis,"Hadianfar A, Yousefi R, Delavary M, Fakoor V, Shakeri MT, Lavallière M.",PLoS One. 2021 Aug 19;16(8):e0256516. doi: 10.1371/journal.pone.0256516. eCollection 2021.,Hadianfar A,PLoS One,2021,2021/08/19,PMC8376046,,10.1371/journal.pone.0256516
373,34408076,Yes,Compartmental,Covid-19,Optimized delay of the second COVID-19 vaccine dose reduces ICU admissions,"Silva PJS, Sagastizábal C, Nonato LG, Struchiner CJ, Pereira T.",Proc Natl Acad Sci U S A. 2021 Aug 31;118(35):e2104640118. doi: 10.1073/pnas.2104640118.,Silva PJS,Proc Natl Acad Sci U S A,2021,2021/08/19,PMC8536357,,10.1073/pnas.2104640118
374,34407487,Yes,Time Series,Covid-19,Implementation of stacking based ARIMA model for prediction of Covid-19 cases in India,"Swaraj A, Verma K, Kaur A, Singh G, Kumar A, Melo de Sales L.",J Biomed Inform. 2021 Sep;121:103887. doi: 10.1016/j.jbi.2021.103887. Epub 2021 Aug 15.,Swaraj A,J Biomed Inform,2021,2021/08/18,PMC8364768,,10.1016/j.jbi.2021.103887
